URL,Title,Description,Total Granted,Total Paid,Date Granted,Geographic Area,Partner
https://ikeafoundation.org/grants/the-gapminder-take-off-accelerating-the-production-of-data-stories/,The Gapminder Take-off: accelerating the production of data stories,"The IKEA Foundation is supporting Gapminder to continue increasing knowledge of global facts by creating free, fun and easy-to-use teaching tools and courses for young people, educators and the public.","€
                        1.97M€
                            1.83M","€
                            1.83M",November 2020,Global Programs (100%),Gapminder Foundation
https://ikeafoundation.org/grants/the-waddesdon-club/,The Waddesdon Club,"The IKEA Foundation is partnering with Chatham House to ensure that policymakers in finance ministries, central banks and public finance institutions globally are well-informed and trained to address climate change.","€
                        933.57K€
                            941.58K","€
                            941.58K",November 2020,Global Programs (100%),Chatham House
https://ikeafoundation.org/grants/refugees-in-east-africa-boosting-urban-innovations-for-livelihoods-development-rebuild/,Refugees in East Africa: Boosting Urban Innovations for Livelihoods Development (Re:Build),"The IKEA Foundation is supporting International Rescue Committee (IRC) with its Re:Build programme to enable urban refugees and vulnerable host residents to achieve economic self-reliance and benefit from strengthened urban economic, regulatory and social environments.","€
                        30M€
                            16.50M","€
                            16.50M",November 2020,Kenya (50%)Uganda (50%),International Rescue Committee
https://ikeafoundation.org/grants/regenerative-agricultural-livelihoods-and-market-system-realms/,Regenerative Agricultural Livelihoods and Market System (REALMS),"The IKEA Foundation works with SNV in western Kenya and western Rwanda to help smallholder farmers to improve soil health in fragile ecosystems. The programme will create the social, economic and policy conditions needed to grow sustainable livelihoods from regenerative agricultural practices.","€
                        5.91M€
                            3.19M","€
                            3.19M",October 2020,Kenya (42%)Rwanda (58%),SNV Netherlands Development Organisation
https://ikeafoundation.org/grants/advocacy-for-higher-ambition-and-surveying-financial-institutions/,ShareAction,"The IKEA Foundation is supporting ShareAction to advocate for higher global standards in the finance sector, to limit global warming and to protect our planet and its people.","€
                        1.53M€
                            1.60M","€
                            1.60M",September 2020,Europe (50%)United Kingdom (50%),ShareAction
https://ikeafoundation.org/grants/partnership-for-carbon-accounting-financials-pcaf/,Partnership for Carbon Accounting Financials (PCAF),"The IKEA Foundation is supporting the Partnership for Carbon Accounting Financials (PCAF) to develop an accounting standard that factors greenhouse gas emissions for the financial industry, aiming to make it common practice by financial institutions globally.","€
                        1.77M€
                            1.78M","€
                            1.78M",September 2020,Global Programs (100%),Partnership for Carbon Accounting Financials (PCAF)
https://ikeafoundation.org/grants/agrf-partnership-africa-green-revolution-forum/,Africa Green Revolution Forum,"The IKEA Foundation is supporting the Africa Green Revolution Forum (AGRF) to develop and scale its partnership platform, with a focus on monitoring and evaluation, food systems and nutrition, and adaption and resilience.","€
                        629.93K€
                            659.58K","€
                            659.58K",August 2020,Africa (100%),AGRA
https://ikeafoundation.org/grants/going-further-faster-together/,"Going Further, Faster, Together",Sustainable Energy for All (SEforALL) and the IKEA Foundation are working together to bring renewable energy and clean-cooking technology to some of the world’s poorest communities.,"€
                        6.33M€
                            3.94M","€
                            3.94M",August 2020,Global Programs (100%),Sustainable Energy for All
https://ikeafoundation.org/grants/data-evidence-for-productive-use/,Data & evidence for productive use,"With support from the IKEA Foundation, the Access to Energy Institute (A2EI) is improving access to renewable energy by assessing people’s energy needs, developing and testing innovative solar-powered technologies, and sharing their innovations and learnings with the sector.","€
                        10M€
                            5.20M","€
                            5.20M",July 2020,India (20%)Nigeria (50%)Tanzania (30%),Access to Energy Institute
https://ikeafoundation.org/grants/decarbonize-healthcare-and-mobilize-health-professionals-as-climate-advocates/,Health Care Without Harm,"Health Care Without Harm is working to reduce the environmental footprint of the healthcare sector, so it can become the cornerstone of a low-carbon economy. The IKEA Foundation is partnering with Health Care Without Harm because we believe they offer a sign of hope and innovation to the many people who rely on the health sector, particularly in communities that are vulnerable to climate change.","€
                        3.53M€
                            2.76M","€
                            2.76M",July 2020,Europe (43%)Global Programs (31%)India (26%),Health Care Without Harm
https://ikeafoundation.org/grants/mount-kenya-sustainable-landscape-and-livelihoods-program/,Mount Kenya Sustainable Landscape and Livelihoods Programme,"The IKEA Foundation and the Rainforest Alliance are strengthening landscape management on Mount Kenya by supporting 50,000 smallholder farmers to adopt regenerative agriculture, setting up landscape management boards and introducing new finance mechanisms.","€
                        5.66M€
                            2.77M","€
                            2.77M",July 2020,Kenya (100%),Rainforest Alliance
https://ikeafoundation.org/grants/food-agriculture-benchmark-incentivising-food-system-transformation/,Food & Agriculture Benchmark,"The IKEA Foundation is supporting the World Benchmarking Alliance to develop the first Food and Agriculture Benchmark. This will assess the contribution of 350 major companies towards transforming food systems so they are fair for people, good for the planet and able to produce nutritious food for all.","€
                        2.53M€
                            2.21M","€
                            2.21M",June 2020,Eastern Africa (15%)Global Programs (70%)Southern Asia (15%),World Benchmarking Alliance
https://ikeafoundation.org/grants/powering-livelihoods/,Powering Livelihoods,"The Council on Energy, Environment and Water (CEEW) and the IKEA Foundation are working together in India to scale up innovations that enable people to power their livelihoods with renewable energy.","€
                        850K€
                            850K","€
                            850K",June 2020,India (100%),"Council on Energy, Environment and Water"
https://ikeafoundation.org/grants/supporting-investor-networks-for-climate-action/,Supporting investor networks for climate action,"The ClimateWorks Foundation provides vital insights for funders who share our commitment to protecting the planet. The IKEA Foundation is partnering with ClimateWorks to fund Climate Action 100+, the world's leading investor engagement initiative, and the Investor Agenda, which is a collaborative initiative to scale up investors' actions.","€
                        7M€
                            7M","€
                            7M",June 2020,Global Programs (100%),ClimateWorks Foundation
https://ikeafoundation.org/grants/refooture-food-futures-eastern-africa/,Refooture – Food Futures Eastern Africa,"With support from the IKEA Foundation, Wageningen University Research and its partners in East Africa will collect and generate evidence of food systems transformation practices that could regenerate the land and improve people’s livelihoods.","€
                        3.82M€
                            3.82M","€
                            3.82M",June 2020,Ethiopia (35%)Kenya (40%)Uganda (25%),Universiteitsfonds Wageningen (UFW)
https://ikeafoundation.org/grants/advocacy-for-agroecology-a4a/,Advocacy for Agroecology (A4A),The partnership between IKEA Foundation and Biovision will create an enabling environment for agroecology and regenerative agriculture in Kenya and Ethiopia so that farmers can can improve their yields and afford a better life while nurturing the natural resources they depend on.,"€
                        988.99K€
                            963.16K","€
                            963.16K",May 2020,Ethiopia (30%)Global Programs (20%)Kenya (50%),Biovision Foundation for Ecological Development
https://ikeafoundation.org/grants/ensuring-decent-work-and-sustainable-employment-for-rural-adivasi-youth/,Aajeevika Bureau Trust,"The IKEA Foundation and Aajeevika Bureau are working with young people from Adivasi (tribal) communities in India to create a unique labour exchange model in the informal sector, provide skills and enterprise support, and help young people transition to secure jobs.","€
                        984.93K€
                            858.83K","€
                            858.83K",May 2020,India (100%),Aajeevika Bureau
https://ikeafoundation.org/grants/eu-focused-strategy-to-decarbonize-industry-buildings-the-energy-sector-and-transport/,European Green Deal,"The partnership between the European Climate Foundation and the IKEA Foundation will support policy makers to deliver the European Green Deal, which aims to meet the Paris Agreement targets by 2030 and fully decarbonise Europe’s economy by 2050.","€
                        12M€
                            9M","€
                            9M",May 2020,Global Programs (100%),European Climate Foundation
https://ikeafoundation.org/grants/eu-focused-strategy-to-decarbonize-industry-buildings-the-energy-sector-and-transport/,European Green Deal,"The partnership between the European Climate Foundation and the IKEA Foundation will support policy makers to deliver the European Green Deal, which aims to meet the Paris Agreement targets by 2030 and fully decarbonise Europe’s economy by 2050.","€
                        12M€
                            9M","€
                            9M",May 2020,Global Programs (100%),European Climate Foundation
https://ikeafoundation.org/grants/veggies4planetandpeople-enabling-vegetable-business-development-in-east-africa-for-more-jobs-and-better-human-and-environmental-health/,Veggies4PlanetandPeople,The World Vegetable Center and the IKEA Foundation’s partnership in the Veggies4PlanetandPeople programme will improve smallholder farmers’ livelihoods in Kenya and Ethiopia through a revival of traditional African vegetables grown with regenerative agricultural methods.,"€
                        6.59M€
                            4.59M","€
                            4.59M",May 2020,Ethiopia (50%)Kenya (50%),World Vegetable Center
https://ikeafoundation.org/grants/aceli-africa/,Aceli Africa,"The IKEA Foundation, together with Aceli Africa, will help improve rural livelihoods in Kenya, Rwanda, Uganda and Tanzania by offering financial incentives to lenders to serve small and medium agribusinesses that have a strong social and environmental impact. This will make it easier for planet-positive agribusinesses to access financial and technical support.","€
                        8.82M€
                            3.56M","€
                            3.56M",March 2020,Kenya (25%)Rwanda (25%)Tanzania (25%)Uganda (25%),Aceli Africa
https://ikeafoundation.org/grants/governance-of-geo-engineering-renewal/,Carnegie Climate Governance Initiative,"The Carnegie Climate Governance Initiative (C2G) and the IKEA Foundation are working in partnership to encourage policymakers to develop effective governance around new technologies, like solar radiation modification, that could alter the climate.","€
                        2.59M€
                            1.91M","€
                            1.91M",March 2020,Global Programs (100%),Carnegie Council
https://ikeafoundation.org/grants/aceli-africa/,Aceli Africa,"The IKEA Foundation, together with Aceli Africa, will help improve rural livelihoods in Kenya, Rwanda, Uganda and Tanzania by offering financial incentives to lenders to serve small and medium agribusinesses that have a strong social and environmental impact. This will make it easier for planet-positive agribusinesses to access financial and technical support.","€
                        8.82M€
                            3.56M","€
                            3.56M",March 2020,Kenya (25%)Rwanda (25%)Tanzania (25%)Uganda (25%),Aceli Africa
https://ikeafoundation.org/grants/accelerating-paris-compliant-company-policies/,InfluenceMap,"InfluenceMap provides governments, investors and campaigners with clear and accurate information on where companies stand on climate policy and action. The IKEA Foundation is partnering with InfluenceMap to support and guide willing companies—and increase the pressure on reluctant companies—to take meaningful climate action.","€
                        954.28K€
                            936.17K","€
                            936.17K",February 2020,Australia (5%)Europe (50%)Japan (25%)United Kingdom (10%)United States (10%),InfluenceMap
https://ikeafoundation.org/grants/transforming-energy-access-tea/,Transforming Energy Access (TEA),"The IKEA Foundation is supporting Carbon Trust to deliver Transforming Energy Access, a research and innovation platform supporting the technologies, business models and skills needed to enable an inclusive clean energy transition.","€
                        5M€
                            5M","€
                            5M",January 2020,Ethiopia (10%)Global Programs (50%)Kenya (10%)Nigeria (10%)South Africa (5%)Tanzania (5%)Uganda (10%),Carbon Trust
https://ikeafoundation.org/grants/core-support-for-hfa/,Better Shelter,The IKEA Foundation is partnering with Housing for All who provide management to Better Shelter to build the market demand for its housing solution and optimise the organisation for growth and sustainability.,"€
                        16.45M€
                            16.45M","€
                            16.45M",December 2019,Global Programs (100%),Better Shelter
https://ikeafoundation.org/grants/providing-pathway-guidance/,Climate Analytics,Climate Analytics supports individual countries to set climate action targets in line with the 2015 Paris Agreement. The IKEA Foundation is funding Climate Analytics as part of our commitment to bold climate action because we believe they can play an important role in helping countries achieve their objectives and meet the 1.5°C target.,"€
                        2.11M€
                            2.11M","€
                            2.11M",December 2019,Global Programs (100%),Climate Analytics
https://ikeafoundation.org/grants/purpose-climate-lab-phase-ii/,Purpose Climate Lab,"Purpose Climate Lab builds and supports campaigns that inspire people to take bold climate action and adopt fair solutions to climate change around the world. The IKEA Foundation is partnering with Purpose Climate Lab to support its ambitious, people-centred campaigns to protect our planet and ensure a just transition to a low-carbon future.","€
                        14.37M€
                            12.55M","€
                            12.55M",December 2019,Amazon Basin (5%)Brazil (20%)Europe (3%)France (4%)Global Programs (5%)India (31%)Indonesia (15%)Poland (9%)United Kingdom (8%),Purpose Climate Lab
https://ikeafoundation.org/grants/youth-in-agroecology-and-business-learning-track-africa/,Youth in Agroecology and Business Learning Track Africa (YALTA),"Netherlands Food Partnership and the IKEA Foundation will support young people in Ethiopia, Kenya, Rwanda and Uganda to create agricultural businesses based on agroecology—a sustainable approach to farming that will improve both their yields and the environment.","€
                        1.08M€
                            1.08M","€
                            1.08M",December 2019,Ethiopia (25%)Kenya (25%)Rwanda (25%)Uganda (25%),Netherlands Food Partnership
https://ikeafoundation.org/grants/bridging-early-stage-financing/,Bridging early stage financing,The IKEA Foundation and the Kenya Climate Innovation Centre (KCIC) are supporting the growth of climate technology enterprises to create green job opportunities for women and young people in Kenya.,"€
                        984.20K€
                            932.05K","€
                            932.05K",December 2019,Kenya (100%),Kenya Climate Innovation Centre
https://ikeafoundation.org/grants/job-seekers-to-entrepreneurs/,Job Seekers to Entrepreneurs,The IKEA Foundation and Global Alliance for Mass Entrepreneurship (GAME) are working in partnership to build a national platform to create employment opportunities on a mass scale for young people in India. This will act as a catalyst to create 10 million young entrepreneurs—half of who will be women—resulting in 50 million jobs by 2030.,"€
                        2.70M€
                            1.74M","€
                            1.74M",December 2019,India (100%),Global Alliance for Mass Entrepreneurship
https://ikeafoundation.org/grants/bihar-graduation-programme/,Bihar Graduation Programme,"The IKEA Foundation is partnering with Co-Impact to support local partners in Bihar, India to build a public programme that will empower 100,000 families to lift themselves out of extreme poverty.","€
                        4.73M€
                            3.19M","€
                            3.19M",December 2019,India (100%),Co-Impact
https://ikeafoundation.org/grants/large-cash-grants-for-urban-refugees-in-kampala/,Cash grants for urban refugees in Kampala,"GiveDirectly provides refugees with cash transfers to make investments such as starting a small business or building a home. The IKEA Foundation supports this work which will enable refugees to provide for their children and become self-sufficient, active members of their communities.","€
                        722.35K€
                            744.18K","€
                            744.18K",December 2019,Uganda (100%),GiveDirectly
https://ikeafoundation.org/grants/progressing-the-retail-sector-by-improving-decent-employment-pride/,Progressing the Retail Sector by Improving Decent Employment (PRIDE),"The IKEA Foundation’s partnership with Bangladesh Rural Advancement Committee (BRAC) will give young people from disadvantaged backgrounds training and support to get quality jobs in Bangladesh’s retail sector, while improving working conditions in the industry.","€
                        2.60M€
                            2.18M","€
                            2.18M",November 2019,Bangladesh (100%),Bangladesh Rural Advancement Committee (BRAC)
https://ikeafoundation.org/grants/promoting-social-entrepreneurship-in-developing-economies/,Promoting social entrepreneurship in developing economies,"The IKEA Foundation and Yunus Social Business Fund are providing business advisory services, networks and access to finance to help social entrepreneurs in India and Kenya grow businesses that support people living in poverty, improving the incomes of 100,000 young people and women.","€
                        3M€
                            2.50M","€
                            2.50M",November 2019,Global Programs (43%)India (33%)Kenya (24%),Yunus Social Business
https://ikeafoundation.org/grants/preparation-for-scaling-and-replication/,Preparation for scaling and replication,"With support from the IKEA Foundation, Mlinda Foundation aims to rapidly scale the renewable energy access based rural development model they developed in Jharkhand, India, in one of the poorest regions where the average daily family income is less than €2 per day.","€
                        1.74M€
                            1.74M","€
                            1.74M",November 2019,India (100%),Mlinda Foundation
https://ikeafoundation.org/grants/green-future-farming-creating-new-economies-through-landscape-restoration-water-harvesting-and-circular-agriculture/,Green Future Farming,"The IKEA Foundation and RAIN (a brand of Aidenvironment) are enabling smallholder farmers in Ethiopia, Uganda and Kenya to adopt planet positive farming practices that will restore degraded landscapes, improve soil quality, produce higher yields and create viable livelihoods in agriculture.","€
                        4.11M€
                            3.80M","€
                            3.80M",September 2019,Ethiopia (34%)Kenya (33%)Uganda (33%),Stichting Aidenvironment
https://ikeafoundation.org/grants/land-accelerator-india/,Land Accelerator India,"The IKEA Foundationis supporting WRI to launch the first Land Accelerator in India, which will help 45 land restoration entrepreneurs to build profitable businesses from making degraded land healthy again and prove the business case for regenerative agriculture.","€
                        999.53K€
                            979.13K","€
                            979.13K",September 2019,India (100%),World Resources Institute
https://ikeafoundation.org/grants/climate-adaptation-araf/,Acumen Resilient Agriculture Fund,"The IKEA Foundation partners with Acumen Fund to invest in innovative agribusinesses in East and West Africa that will help smallholder farmers improve their livelihoods and become more resilient to climate change, impacting 10 million people.","€
                        2.71M€
                            2.57M","€
                            2.57M",August 2019,Ethiopia (15%)Ghana (14%)Kenya (15%)Nigeria (14%)Rwanda (14%)Tanzania (14%)Uganda (14%),Acumen
https://ikeafoundation.org/grants/building-capacity-for-low-carbon-brazil/,Building capacity for low-carbon economy in Brazil,"Instituto Clima e Sociedade (iCS) is Brazil’s leading climate action platform that works to reduce CO2 emissions and move the country towards a low-carbon economy. The IKEA Foundation is funding iCS because we’re committed to taking bold climate action and protecting vital natural resources, such as the Amazon rainforest, for the many people.","€
                        3.28M€
                            3.35M","€
                            3.35M",July 2019,Brazil (100%),Instituto Clima e Sociedade
https://ikeafoundation.org/grants/driving-business-growth-for-entrepreneurs-in-east-africa/,African Entrepreneur Collective,The IKEA Foundation is partnering with the African Entrepreneur Collective to support refugees and host community entrepreneurs in Kenya and Ethiopia to grow successful businesses.,"€
                        2.23M€
                            2.12M","€
                            2.12M",July 2019,Ethiopia (35%)Kenya (47%)Rwanda (18%),Inkomoko
https://ikeafoundation.org/grants/multi-channel-activity-to-advance-electric-vehicles-evs-and-strengthen-analysis-on-the-ways-to-reduce-co2-emissions-in-other-areas/,Multi-channel activity to advance Electric Vehicles (EVs) and strengthen analysis on the ways to reduce CO2 emissions in other areas,"ClimateWorks and the IKEA Foundation are working together to speed up the adoption of electric vehicles in the European Union and India. At the same time, the partnership is researching how funders can support Indonesia to transition to renewable energy.","€
                        10.08M€
                            10M","€
                            10M",July 2019,Europe (30%)Global Programs (10%)India (30%)Indonesia (30%),ClimateWorks Foundation
https://ikeafoundation.org/grants/mobilizing-businesses-to-expand-refugee-labor-market-access/,Expanding labour market access for refugees and forced migrants,The IKEA Foundation is supporting the Center for Global Development's research and policy outreach programme to expand refugees' access to formal labour markets and demonstrate the economic benefits this can bring for host countries and businesses.,"€
                        1.22M€
                            1.20M","€
                            1.20M",June 2019,Colombia (25%)Ethiopia (25%)Kenya (25%)Peru (25%),Center for Global Development
https://ikeafoundation.org/grants/safeguarding-vulnerable-livelihoods-and-environments-scaling-climate-sustainable-interventions-to-1-25-million-smallholder-families/,One Acre Fund,"One Acre Fund and the IKEA Foundation are working together to reach 1.25 million smallholder farmers in Rwanda and Kenya by 2023, helping them improve their resilience to climate change and create the conditions for rich harvests, thriving families and healthy environments.","€
                        6.89M€
                            6.42M","€
                            6.42M",June 2019,Global Programs (22%)Kenya (35%)Rwanda (43%),One Acre Fund
https://ikeafoundation.org/grants/creating-a-sustainable-and-prosperous-future-for-bangladesh-youth/,Bangladesh Youth Leadership Center,"Bangladesh Youth Leadership Center (BYLC) and the IKEA Foundation are helping young people in Bangladesh develop the skills and networks they need to find employment or start an enterprise, through an interactive online courses and personalised career and entrepreneurship support.","€
                        1.88M€
                            1.88M","€
                            1.88M",June 2019,Bangladesh (100%),Bangladesh Youth Leadership Center
https://ikeafoundation.org/grants/you-employed/,You Employed,"Generation is supporting 47,000 marginalised young people in India and Kenya by training and placing them in career-launching jobs. It is also modelling an approach which seeks to positively influence education-to-employment systems in both countries.","€
                        7.12M€
                            7.04M","€
                            7.04M",April 2019,Global Programs (6%)India (58%)Kenya (36%),Generation
https://ikeafoundation.org/grants/tackling-unemployment-through-innovators-and-young-leaders/,Livelihoods for All,"ASHOKA and the IKEA Foundation are launching the Livelihoods for All partnership to support social entrepreneurs and young changemakers in India and Bangladesh to create employment and increase income for 100,000 women and young people.","€
                        2.93M€
                            2.72M","€
                            2.72M",March 2019,Bangladesh (10%)India (90%),Ashoka
https://ikeafoundation.org/grants/new-energy-nexus-indonesia/,New Energy Nexus Indonesia,"The IKEA Foundation is partnering with New Energy Nexus Indonesia to inspire and support a new generation of entrepreneurs, so they can address the challenges of energy access and accelerate the transition to a renewable-energy economy.","€
                        8.79M€
                            8.77M","€
                            8.77M",December 2018,Indonesia (100%),New Energy Nexus
https://ikeafoundation.org/grants/sustain-platform/,Sustain+ Platform,"With support from the IKEA Foundation, Sustain+ will bring together organisations in India to develop renewable-energy solutions, share knowledge, and support more than 150 partners in improving livelihoods through access to renewable energy.","€
                        25M€
                            23.15M","€
                            23.15M",December 2018,India (100%),Sustain Plus
https://ikeafoundation.org/grants/cash-transfers-for-refugees-scale-up/,Cash transfers programme in Uganda,"The IKEA Foundation is supporting GiveDirectly in Uganda to scale up their cash support programme to benefit refugee and host community households and carry out a rigorous, independent impact evaluation.","€
                        4.08M€
                            4.09M","€
                            4.09M",December 2018,Uganda (100%),GiveDirectly
https://ikeafoundation.org/grants/ifc-ikea-foundation-partnership-to-leverage-market-forces-and-rapidly-scale-energy-access-in-developing-countries/,International Finance Corporation,The International Finance Corporation (IFC) and the IKEA Foundation are working together to research and support the growth of renewable-energy enterprises.,"€
                        4.38M€
                            4.37M","€
                            4.37M",December 2018,Global Programs (100%),International Finance Corporation
https://ikeafoundation.org/grants/restoring-the-planet-for-better-livelihoods/,Commonland,"Commonland and the IKEA Foundation are working together to restore a 2,000-hectare degraded landscape in Central India, while creating economic opportunities for 1,000 smallholder farmers who depend on the land. The programme will also develop an open source global knowledge platform on landscape restoration.","€
                        5.67M€
                            4.51M","€
                            4.51M",November 2018,Global Programs (47%)India (53%),Commonland
https://ikeafoundation.org/grants/transforming-rural-economies-and-youth-livelihoods/,Practical Action,"Practical Action and the IKEA Foundation are working together in Kenya to train 6,000 young women and men in agroecological practices and enterprise skills to enable them to support their families, feed their communities and protect their environment.","€
                        6.44M€
                            5.93M","€
                            5.93M",November 2018,Kenya (100%),Practical Action
https://ikeafoundation.org/grants/solar-energy-transformation-set/,Solar Energy Transformation (SET),The IKEA Foundation's partnership supports SunFunder’s energy access and climate mitigation mission to maximise the deployment of solar systems to people and businesses in off-grid and weak-grid communities.,"€
                        4.38M€
                            4.38M","€
                            4.38M",November 2018,Eastern Africa (60%)India (20%)Western Africa (20%),SunFunder
https://ikeafoundation.org/grants/restoring-the-planet-for-better-livelihoods/,Commonland,"Commonland and the IKEA Foundation are working together to restore a 2,000-hectare degraded landscape in Central India, while creating economic opportunities for 1,000 smallholder farmers who depend on the land. The programme will also develop an open source global knowledge platform on landscape restoration.","€
                        5.67M€
                            4.51M","€
                            4.51M",November 2018,Global Programs (47%)India (53%),Commonland
https://ikeafoundation.org/grants/get-a-plan/,Get a Plan,"The IKEA Foundation supports Going to School’s 'Get a Plan' programme, which equips secondary school students in India with the skills to set up a business, find a job or succeed in higher education, lifting the career prospects of 400,000 young people.","€
                        3.46M€
                            3.46M","€
                            3.46M",October 2018,India (100%),Going to School
https://ikeafoundation.org/grants/kepler-five-year-strategy-2018-2022/,Kepler Five-Year Strategy: 2018-2022,"The IKEA Foundation is supporting Kepler to expand its model of high-quality university education and provide young people in East Africa, including refugee students, with an education that is affordable and relevant for the job opportunities around them. It aims to grow this into a globally recognised model.","€
                        4.72M€
                            4.66M","€
                            4.66M",September 2018,Ethiopia (10%)Rwanda (90%),Kepler
https://ikeafoundation.org/grants/international-forum-for-energy/,International Forum for Energy,The IKEA Foundation and the European Climate Foundation are working towards the common goal of improving people’s lives and protecting our planet by supporting organisations to take climate action. The International Forum for Energy (IFE) is supporting the expansion of clean energy and energy efficiency in south-east Asia and helping communities in their transition away from coal.,"€
                        3.43M€
                            3.43M","€
                            3.43M",July 2018,Global Programs (100%),European Climate Foundation
https://ikeafoundation.org/grants/gcc-re-mle-partner/,Good Cause Campaign,World Resources Institute (WRI) will work with the Good Cause Campaign partners to develop an overarching monitoring and evaluation framework that enables reporting of outcomes and learning across projects and partners participating in the campaign.,"€
                        898.77K€
                            925.14K","€
                            925.14K",January 2018,India (20%)Jordan (20%)Kenya (20%)Rwanda (20%)Uganda (20%),World Resources Institute
https://ikeafoundation.org/grants/innovative-approaches-in-response-preparedness-forecast-based-financing-data-preparedness-and-cash-transfer-programming-in-kenya-ethiopia-and-uganda-to-reduce-the-impact-of-climate-change-on-the-mo/,Innovative approaches in response preparedness,"The IKEA Foundation is partnering with the Netherlands Red Cross to implement three innovative approaches - forecast-based financing, data preparedness and cash transfer programming - to provide early action before predictable disasters hit in Ethiopia, Kenya and Uganda, to reduce the impact of climate change on the most vulnerable people.","€
                        10.04M€
                            10.04M","€
                            10.04M",December 2017,Ethiopia (34%)Kenya (33%)Uganda (33%),Nederlandse Rode Kruis
https://ikeafoundation.org/grants/empowering-rural-communities-and-households-in-kenya-with-renewable-energy/,Empowering Rural Communities and Households in Kenya with Renewable Energy Programme,"The Rainforest Alliance is working in Kenya to help families with small farms switch to using renewables instead of fuels that damage people’s health and the environment. This will help 50,000 farmers improve their incomes, cut carbon emissions and create healthier familyhomes.","€
                        2.60M€
                            2.62M","€
                            2.62M",August 2017,Kenya (100%),Rainforest Alliance
https://ikeafoundation.org/grants/refugee-studies-centre-lady-margaret-hall/,Refugee Studies Centre,"The IKEA Foundation is partnering with the University of Oxford to contribute to improving the lives of refugees through research and teaching activities. Also, they will conduct research on the economic lives and impact of refugees in three countries.","€
                        2.41M€
                            2.39M","€
                            2.39M",July 2017,Ethiopia (20%)Kenya (30%)Uganda (30%)United Kingdom (20%),University of Oxford
https://ikeafoundation.org/grants/empower-youth-for-work/,Empower Youth for Work,"The partnership between Oxfam and the IKEA Foundation is creating training, employment and entrepreneurial opportunities for young people—the majority of whom are women—in rural communities affected by climate change in Ethiopia, Bangladesh, Indonesia and Pakistan.","€
                        18.76M€
                            18.18M","€
                            18.18M",July 2016,Bangladesh (25%)Ethiopia (25%)Indonesia (25%)Pakistan (25%),Oxfam Novib
